nombre,nivel,ataque,defensa,estamina,iv_ataque,iv_defensa,iv_estamina,PC
Castform,6.5,139,139,172,15,3,5,274
Pupitar,20.5,155,133,172,13,6,1,953
Cherubi,28.0,108,92,128,8,4,0,642
Staraptor,14.0,234,140,198,9,13,12,1088
Drowzee,34.0,89,136,155,5,7,1,801
Kecleon,2.0,161,189,155,12,6,9,85
Charmander,34.0,116,93,118,5,15,15,828
Drifloon,33.5,117,80,207,3,15,5,964
Tangela,39.0,183,169,163,13,6,6,2075
Dodrio,12.0,218,140,155,13,8,5,761
Magcargo,15.0,139,191,137,7,5,11,665
Kingdra,22.0,194,194,181,7,14,13,1585
Ludicolo,20.0,173,176,190,6,2,9,1202
Hariyama,19.0,209,114,302,10,3,6,1409
Nidorina,4.5,117,120,172,15,5,15,150
Mewtwo,36.0,300,182,214,1,7,11,3655
Kangaskhan,22.5,181,165,233,3,7,7,1501
Minun,35.5,147,150,155,1,1,0,1323
Duskull,23.0,70,162,85,11,13,9,426
Burmy,13.0,53,83,120,4,8,14,146
Hoothoot,10.5,67,88,155,7,9,3,171
Deoxys,43.0,230,218,137,15,9,8,2882
Magnezone,41.0,238,205,172,14,10,14,3187
Alolan,29.0,132,132,120,9,7,14,995
Seaking,11.5,175,147,190,1,15,6,643
Nidoqueen,37.0,180,173,207,12,11,13,2309
Rhyperior,17.0,241,190,251,6,11,0,1683
Lopunny,15.5,156,194,163,4,4,3,802
Bagon,6.5,134,93,128,6,2,9,179
Pidgeot,26.0,166,154,195,9,7,15,1493
Spheal,8.5,95,90,172,3,4,10,192
Meltan,12.5,118,130,130,5,12,5,379
Scizor,26.5,236,181,172,2,15,15,2154
Ditto,6.5,91,91,134,10,14,12,140
Grotle,38.0,157,143,181,10,4,13,1711
Alolan,32.5,201,154,155,15,10,11,1987
Machop,14.0,137,82,172,0,9,7,436
Alolan,5.5,177,195,181,7,0,5,328
Rapidash,31.0,207,162,163,9,4,13,2009
Poliwrath,2.5,182,184,207,13,8,15,149
Tyrogue,21.5,64,64,111,14,1,5,259
Claydol,38.5,140,229,155,0,4,1,1631
Salamence,17.5,277,168,216,1,8,0,1692
Crawdaunt,39.0,224,142,160,7,1,7,2197
Deoxys,18.5,414,46,137,15,4,5,1193
Shellos,40.0,103,105,183,12,11,15,1088
Graveler,10.0,164,164,146,4,10,2,481
Relicanth,19.0,162,203,225,13,7,5,1303
Wartortle,12.5,126,155,153,2,5,0,446
Victreebel,39.5,207,135,190,15,0,9,2256
Wartortle,14.0,126,155,153,9,5,14,551
Camerupt,5.0,194,136,172,10,14,12,285
Paras,9.0,121,99,111,14,7,6,240
Shroomish,15.5,74,110,155,15,12,14,353
Gulpin,28.5,80,99,172,7,9,9,618
Tangela,14.0,183,169,163,7,12,15,852
Mew,5.5,210,210,225,1,0,2,431
Buizel,7.0,132,67,146,12,7,4,185
Porygon2,29.5,198,180,198,15,13,11,2252
Mudkip,35.5,126,93,137,2,14,9,935
Lopunny,22.0,156,194,163,5,14,15,1216
Kricketot,26.0,45,74,114,10,8,4,251
Weezing,22.0,174,197,163,9,15,4,1351
Cyndaquil,2.0,116,93,118,6,8,6,37
Toxicroak,17.0,211,133,195,5,12,11,1132
Slowpoke,29.5,109,98,207,2,12,0,881
Toxicroak,30.5,211,133,195,0,9,9,1938
Aerodactyl,22.0,221,159,190,14,3,4,1635
Alolan,10.0,96,109,116,12,11,14,240
Spinarak,38.0,105,73,120,6,7,5,673
Lumineon,8.5,142,170,170,11,8,5,405
Magikarp,44.0,29,85,85,15,12,6,271
Scizor,12.0,236,181,172,1,15,14,969
Arbok,19.0,167,153,155,1,6,5,908
Staravia,17.0,142,94,146,4,10,3,551
Alolan,21.5,96,109,116,2,14,8,464
Alolan,3.5,96,109,116,8,12,1,69
Dragonite,7.5,263,198,209,14,0,4,747
Wailmer,2.0,136,68,277,10,10,3,59
Doduo,35.5,158,83,111,8,1,1,941
Delibird,38.0,128,90,128,13,12,12,1022
Togetic,37.5,139,181,146,6,0,4,1438
Wormadam,40.0,141,180,155,9,2,0,1573
Staraptor,41.0,234,140,198,11,5,11,2697
Magneton,6.5,223,169,137,6,9,1,403
Hitmonchan,14.5,193,197,137,6,3,9,879
Manectric,31.5,215,127,172,12,5,10,1930
Makuhita,29.5,99,54,176,7,15,7,627
Gyarados,30.0,237,186,216,2,5,10,2658
Raichu,5.5,193,151,155,15,6,2,305
Houndoom,20.0,224,144,181,7,15,0,1398
Nuzleaf,37.0,134,78,172,3,5,13,1014
Blastoise,11.5,171,207,188,13,11,14,792
Regice,19.5,179,309,190,7,12,2,1606
Floatzel,13.0,221,114,198,9,11,10,860
Sunflora,9.0,185,135,181,8,14,9,518
Linoone,32.0,142,128,186,1,6,13,1291
Seviper,23.5,196,118,177,3,4,1,1229
Heatran,4.0,251,213,209,13,14,13,387
Rhyhorn,8.0,140,127,190,11,15,8,356
Sunkern,24.5,55,55,102,4,13,6,221
Carvanha,1.0,171,39,128,14,12,0,13
Slowking,22.0,177,180,216,0,7,3,1406
Dugtrio,5.5,167,134,111,14,1,6,213
Phione,35.5,162,162,190,14,4,10,1874
Pineco,36.5,108,122,137,6,7,15,947
Parasect,1.0,165,146,155,5,11,7,23
Alolan,9.5,230,153,216,6,7,12,762
Drifloon,40.0,117,80,207,3,0,9,985
Combee,42.0,59,83,102,3,1,6,378
Vibrava,15.5,134,99,137,1,4,0,443
Seedot,36.0,71,77,120,2,3,7,433
Lileep,18.5,105,150,165,8,3,13,615
Ekans,31.0,110,97,111,4,7,12,701
Furret,33.0,148,125,198,7,13,11,1479
Dusknoir,1.0,180,254,128,1,1,0,28
Skuntank,2.5,184,132,230,0,9,1,123
Chingling,1.0,114,94,128,2,6,1,11
Teddiursa,7.5,142,93,155,6,7,9,248
Stantler,15.5,192,131,177,15,5,15,925
Pupitar,32.5,155,133,172,5,15,0,1423
Sableye,14.0,141,136,137,10,8,7,543
Deoxys,31.0,414,46,137,14,3,13,1997
Ursaring,28.0,236,144,207,7,2,2,2121
Aggron,42.0,198,257,172,11,3,6,2879
Vulpix,3.0,96,109,116,4,11,11,57
Lumineon,17.0,142,170,170,15,13,8,859
Togepi,29.0,67,116,111,13,11,11,515
Moltres,28.5,251,181,207,9,5,2,2607
Regice,12.5,179,309,190,1,15,7,1014
Makuhita,24.5,99,54,176,4,8,9,482
Magcargo,3.5,139,191,137,0,12,0,129
Swinub,39.5,90,69,137,5,6,2,601
Dewgong,13.5,139,177,207,2,11,13,690
Venusaur,17.0,198,189,190,10,2,10,1233
Nidoran?,26.0,105,76,130,5,6,9,544
Ho-Oh,29.0,239,244,214,10,11,8,3066
Spinda,34.5,116,116,155,1,6,1,928
Clefable,38.0,178,162,216,3,0,14,2119
Volbeat,35.5,143,166,163,2,3,0,1406
Scyther,3.0,218,170,172,5,2,1,179
Hypno,35.0,144,193,198,13,9,10,1866
Swalot,32.5,140,159,225,12,13,12,1711
Cranidos,44.0,218,71,167,14,4,14,1774
Tauros,33.5,198,183,181,2,4,4,2107
Clefable,1.0,178,162,216,1,1,15,30
Donphan,16.5,214,185,207,15,10,0,1354
Bagon,29.0,134,93,128,9,10,8,875
Zangoose,26.0,222,124,177,5,4,11,1633
Skorupi,44.0,93,151,120,9,10,10,968
Spheal,22.0,95,90,172,5,7,6,515
Venonat,36.0,100,100,155,8,14,14,882
Melmetal,10.0,226,190,264,2,0,14,935
Vileplume,18.5,202,167,181,0,14,15,1256
Exeggcute,6.0,107,125,155,2,10,3,164
Cyndaquil,40.0,116,93,118,1,4,6,801
Chingling,33.5,114,94,128,8,10,14,840
Flaaffy,3.0,145,109,172,6,5,10,101
Magmortar,21.0,247,172,181,5,12,10,1770
Clamperl,39.0,133,135,111,13,13,15,1227
Feebas,18.0,29,85,85,12,13,0,120
Voltorb,6.5,109,111,120,2,4,7,150
Espeon,6.5,261,175,163,7,14,13,550
Nosepass,44.0,82,215,102,8,3,15,943
Machop,25.0,137,82,172,10,12,1,836
Togepi,1.0,67,116,111,12,8,12,8
Kirlia,23.5,117,90,116,5,1,3,532
Glameow,36.5,109,82,135,10,5,11,795
Metang,29.0,138,176,155,3,14,7,1280
Electabuzz,14.5,198,158,163,8,0,4,865
Venusaur,15.0,198,189,190,3,7,11,1067
Bellsprout,24.5,139,61,137,13,9,6,664
Gastrodon,40.0,169,143,244,14,2,11,2197
Hitmonchan,32.0,193,197,137,6,10,9,1913
Tangela,29.0,183,169,163,3,3,13,1674
Politoed,20.0,174,179,207,3,0,8,1239
Salamence,3.5,277,168,216,10,11,2,317
Abomasnow,5.0,178,158,207,7,3,2,285
Carvanha,34.0,171,39,128,9,15,7,877
Swalot,16.5,140,159,225,13,7,10,889
Entei,3.0,235,171,251,1,11,0,234
Vigoroth,18.5,159,145,190,9,7,15,979
Alolan,26.0,99,78,120,1,10,5,486
Porygon-Z,9.5,264,150,198,4,15,7,833
Kadabra,2.5,232,117,120,1,10,7,109
Togetic,11.5,139,181,146,15,14,11,553
Combusken,25.0,163,115,155,1,2,15,1031
Kingdra,9.0,194,194,181,3,13,2,612
Espeon,14.0,261,175,163,11,10,14,1229
Cacturne,15.0,221,115,172,0,12,6,889
Rotom,11.5,185,159,137,2,8,13,607
Corphish,41.0,141,99,125,0,0,10,1031
Pikachu,33.0,112,96,111,11,6,14,780
Corphish,4.0,141,99,125,8,1,10,113
Octillery,1.0,197,141,181,11,3,3,29
Glaceon,21.0,238,205,163,2,8,5,1701
Rotom,30.0,185,159,137,7,0,3,1533
Metagross,3.5,257,228,190,10,1,12,321
Growlithe,21.5,136,93,146,3,6,4,649
Kricketune,10.0,160,100,184,12,8,11,445
Drapion,13.0,180,202,172,1,1,7,800
Charmeleon,18.5,158,126,151,4,14,1,780
Rhydon,4.0,222,171,233,13,14,4,321
Venonat,34.0,100,100,155,12,7,2,828
Flygon,39.5,205,168,190,0,12,7,2393
Yanmega,28.0,231,156,200,3,8,13,2185
Alolan,22.0,135,154,181,2,1,14,935
Ninetales,1.5,169,190,177,3,4,5,59
Haunter,38.5,223,107,128,14,8,14,1851
Magnezone,35.0,238,205,172,9,9,3,2772
Wurmple,30.5,75,59,128,8,4,8,414
Fearow,30.5,182,133,163,3,4,7,1524
Persian,17.5,150,136,163,15,13,1,805
Arceus,23.0,238,238,236,9,6,13,2498
Alolan,1.0,211,198,190,6,0,11,38
Aron,19.0,121,141,137,15,1,0,643
Girafarig,26.0,182,133,172,11,13,10,1459
Sneasel,30.0,189,146,146,7,1,8,1578
Meditite,9.0,78,107,102,12,13,13,168
Probopass,24.5,135,275,155,2,10,13,1310
Metang,32.5,138,176,155,2,5,10,1349
Kirlia,43.0,117,90,116,0,0,5,791
Wartortle,32.5,126,155,153,9,9,8,1223
Snorlax,10.5,190,169,330,6,4,13,894
Toxicroak,2.5,211,133,195,14,10,3,140
Hitmontop,26.5,173,207,137,2,5,11,1465
Farfetch'd,6.0,124,115,141,0,13,9,177
Ivysaur,28.0,151,143,155,3,8,0,1177
Jolteon,32.0,232,182,163,4,11,5,2350
Sharpedo,12.5,243,83,172,15,0,7,701
Victreebel,40.0,207,135,190,2,7,8,2188
Medicham,12.0,121,152,155,11,8,5,452
Oddish,32.5,131,112,128,2,9,4,937
Hariyama,5.0,209,114,302,13,5,5,357
Groudon,30.0,270,228,205,1,13,7,3279
Croconaw,14.5,150,142,163,14,6,6,671
Alolan,41.0,201,145,111,1,10,9,1742
Nidoking,4.5,204,156,191,2,15,11,286
Heatran,3.0,251,213,209,0,15,14,263
Poliwhirl,13.5,130,123,163,13,2,8,503
Carnivine,34.0,187,136,179,2,7,8,1764
Alolan,28.5,125,129,137,9,2,9,942
Zangoose,8.0,222,124,177,10,13,13,527
Paras,15.0,121,99,111,3,6,14,380
Lopunny,5.0,156,194,163,1,6,7,243
Luxio,25.0,159,95,155,10,0,8,938
Primeape,42.0,207,138,163,14,2,13,2221
Pichu,19.5,77,53,85,12,12,7,239
Omastar,38.0,207,201,172,9,11,4,2531
Jolteon,26.5,232,182,163,2,15,4,2007
Croconaw,44.0,150,142,163,2,5,2,1554
Roserade,43.0,243,185,155,3,2,14,2836
Skiploom,22.0,91,120,146,10,8,6,553
Omanyte,27.5,155,153,111,2,8,7,1061
Minun,17.5,147,150,155,14,14,8,822
Hitmonchan,23.5,193,197,137,2,12,10,1433
Glaceon,2.5,238,205,163,12,13,15,182
Houndoom,10.5,224,144,181,3,3,7,707
Beldum,31.5,96,132,120,12,8,8,793
Hoppip,21.0,67,94,111,3,10,9,293
Golbat,30.0,161,150,181,4,10,5,1523
Raticate,23.0,161,139,146,6,12,15,1068
Hypno,28.5,144,193,198,8,12,13,1607
Ariados,29.0,161,124,172,11,12,8,1392
Alolan,15.5,230,153,216,11,10,3,1259
Steelix,11.0,148,272,181,3,1,8,673
Sealeo,22.5,137,132,207,15,2,6,1031
Mawile,38.0,155,141,137,11,14,9,1515
Bibarel,19.5,162,119,188,6,4,4,898
Barboach,20.0,93,82,137,15,8,4,434
Exploud,29.5,179,137,232,9,7,7,1836
Milotic,25.5,192,219,216,1,14,14,2033
Latias,25.0,228,246,190,14,7,6,2404
Altaria,12.5,141,201,181,6,6,3,640
Muk,31.5,190,172,233,0,12,13,2218
Vulpix,26.5,96,109,116,13,8,2,605
Prinplup,6.0,150,139,162,8,5,14,259
Hoothoot,9.5,67,88,155,8,0,12,153
Alolan,43.0,135,90,190,6,4,4,1234
Rhydon,17.0,222,171,233,7,11,3,1439
Hippopotas,3.0,124,118,169,9,2,8,90
Octillery,30.5,197,141,181,15,15,9,1970
Golbat,8.0,161,150,181,3,4,13,399
Gallade,32.0,237,195,169,15,7,13,2673
Piloswine,27.5,181,138,225,0,12,6,1653
Mankey,35.0,148,82,120,7,13,9,995
Kingler,14.5,240,181,146,10,13,6,1110
Roserade,34.0,243,185,155,12,6,3,2529
Feebas,13.5,29,85,85,1,0,3,62
Alolan,32.0,201,145,111,12,13,0,1560
Mew,37.0,210,210,225,1,8,9,2848
Deoxys,28.0,144,330,137,10,11,1,1669
Salamence,5.0,277,168,216,12,12,1,481
Magcargo,40.0,139,191,137,10,7,4,1554
Whismur,8.5,92,42,162,13,12,6,150
Alolan,42.0,135,154,181,3,10,6,1547
Gligar,17.0,143,184,163,5,14,6,821
Aerodactyl,3.0,221,159,190,3,14,5,191
Froslass,26.5,171,150,172,15,7,1,1449
Vigoroth,20.5,159,145,190,9,11,5,1071
Nidorina,39.0,117,120,172,15,3,15,1232
Lickitung,34.0,108,137,207,12,7,14,1222
Slakoth,33.0,104,92,155,3,1,13,751
Donphan,38.5,214,185,207,4,9,6,2708
Blastoise,31.5,171,207,188,6,1,1,1925
Magmortar,23.5,247,172,181,13,6,7,1994
Regigigas,14.5,287,210,220,11,1,13,1709
Ambipom,4.0,205,143,181,15,13,6,245
Meditite,31.0,78,107,102,0,14,0,471
Snover,7.0,115,105,155,5,4,1,190
Nidorina,21.5,117,120,172,2,9,4,687
Lotad,37.5,71,77,120,2,10,4,456
Dunsparce,22.0,131,128,225,3,4,13,932
Kricketune,31.0,160,100,184,10,1,9,1291
Beldum,11.5,96,132,120,11,4,5,286
Rhyhorn,16.5,140,127,190,10,0,15,712
Abra,43.0,195,82,93,0,14,13,1275
Magby,18.0,151,99,128,0,9,13,598
Zigzagoon,18.0,58,80,116,13,15,1,240
Typhlosion,25.5,223,173,186,15,9,7,2029
Victreebel,38.5,207,135,190,8,13,0,2203
Horsea,15.5,129,103,102,5,6,3,396
Deoxys,6.0,345,115,137,1,15,3,481
Porygon,13.5,153,136,163,12,3,8,612
Cyndaquil,10.0,116,93,118,6,9,2,240
Weavile,17.5,243,171,172,3,0,4,1332
Paras,3.5,121,99,111,2,0,12,75
Blastoise,6.0,171,207,188,15,7,12,396
Azelf,25.0,270,151,181,13,13,1,2181
Charizard,18.0,223,173,186,13,0,0,1359
Quilava,35.0,158,126,151,6,8,10,1397
Mawile,7.5,155,141,137,13,7,9,324
Heracross,20.5,234,179,190,4,0,12,1655
Infernape,35.0,222,151,183,10,15,14,2433
Phione,34.0,162,162,190,6,8,13,1782
Nidoran?,24.0,86,89,146,11,8,14,517
Mantine,7.0,148,226,163,14,1,0,380
Manaphy,7.0,210,210,225,10,12,2,602
Arbok,21.5,167,153,155,12,6,6,1098
Politoed,7.5,174,179,207,7,1,11,471
Alolan,2.5,144,186,155,1,8,4,94
Goldeen,5.0,123,110,128,8,10,9,141
Lanturn,36.0,146,137,268,11,3,15,1840
Linoone,14.5,142,128,186,2,15,3,612
Combusken,15.5,163,115,155,11,13,8,695
Heracross,17.5,234,179,190,10,6,6,1450
Ledyba,33.0,72,118,120,8,7,4,559
Electrode,35.0,173,173,155,13,11,4,1845
Dragonite,22.5,263,198,209,0,10,0,2201
Kingler,34.0,240,181,146,6,12,0,2358
Duskull,19.5,70,162,85,13,9,4,356
Graveler,4.0,164,164,146,11,14,6,188
Carnivine,5.5,187,136,179,6,12,1,295
Phanpy,32.5,107,98,207,3,1,11,901
Regigigas,42.0,287,210,220,3,1,12,4109
Magcargo,30.5,139,191,137,6,7,0,1289
Igglybuff,32.5,69,32,207,15,11,7,449
Finneon,25.0,96,116,135,13,9,9,652
Parasect,32.0,165,146,155,3,2,10,1452
Alolan,36.0,125,129,137,1,3,0,997
Toxicroak,42.0,211,133,195,8,11,7,2392
Togepi,33.0,67,116,111,10,10,1,514
Croconaw,11.5,150,142,163,9,15,5,530
Kakuna,28.0,46,75,128,3,4,1,247
Gible,4.0,124,84,151,6,10,1,101
Blissey,14.0,129,169,496,15,6,6,1066
Caterpie,20.5,55,55,128,14,10,1,231
Floatzel,1.0,221,114,198,4,1,9,30
Victreebel,5.5,207,135,190,10,9,2,337
Baltoy,16.5,77,124,120,15,14,8,360
Spinda,25.5,116,116,155,9,0,3,770
Pelipper,14.0,175,174,155,9,0,6,769
Drifloon,23.5,117,80,207,0,1,2,638
Buneary,7.0,130,105,146,10,5,14,226
Lileep,10.0,105,150,165,11,0,5,330
Alolan,37.5,96,109,116,10,8,7,765
Sealeo,6.5,137,132,207,10,10,4,286
Chinchou,7.5,106,97,181,13,3,2,211
Torkoal,23.0,151,203,172,4,6,3,1216
Spinarak,35.0,105,73,120,8,6,8,659
Butterfree,20.0,167,137,155,8,0,0,910
Electrode,14.0,173,173,155,6,11,2,760
Staraptor,25.0,234,140,198,1,7,8,1824
Weavile,35.0,243,171,172,10,14,14,2721
Pinsir,24.5,238,182,163,15,14,14,2060
Slakoth,19.0,104,92,155,8,0,12,470
Politoed,5.0,174,179,207,14,4,14,318
Buneary,8.5,130,105,146,4,1,4,253
Aron,44.0,121,141,137,1,13,4,1180
Shiftry,35.5,200,121,207,2,1,0,1876
Wynaut,8.0,41,86,216,10,5,10,102
Garchomp,8.0,261,193,239,1,4,6,810
Delcatty,18.5,132,127,172,0,4,13,678
Deoxys,33.5,144,330,137,11,1,0,1870
Mudkip,19.0,126,93,137,14,12,6,581
Skiploom,38.0,91,120,146,8,13,7,856
Electrode,6.5,173,173,155,13,0,13,356
Butterfree,31.5,167,137,155,7,11,13,1505
Swampert,18.0,208,175,225,1,4,3,1356
Pichu,25.5,77,53,85,10,13,11,315
Regirock,26.5,179,309,190,5,4,2,2133
Arbok,25.5,167,153,155,5,6,9,1263
Ralts,29.5,79,59,99,6,8,10,382
Nidorina,35.0,117,120,172,6,1,10,1058
Gulpin,4.5,80,99,172,6,14,11,92
Huntail,32.0,197,179,146,5,15,2,1893
Arceus,12.5,238,238,236,11,13,9,1377
Parasect,15.5,165,146,155,4,5,3,722
Regice,24.0,179,309,190,4,7,5,1945
Drifloon,29.0,117,80,207,14,9,5,931
Pupitar,23.5,155,133,172,2,4,12,1045
Honchkrow,39.0,243,103,225,11,10,5,2521
Larvitar,14.5,115,93,137,9,6,1,375
Marshtomp,42.0,156,133,172,9,3,7,1648
Poochyena,10.5,96,61,111,7,0,8,164
Alolan,12.0,144,186,155,8,0,10,570
Magnezone,4.0,238,205,172,2,0,4,298
Swellow,20.5,185,124,155,12,12,12,1086
Claydol,27.5,140,229,155,14,11,15,1526
Surskit,9.0,93,87,120,8,1,12,173
Gengar,37.0,261,149,155,5,7,2,2488
Kirlia,29.5,117,90,116,2,0,5,653
Diglett,37.0,109,78,67,0,14,9,544
Alolan,3.5,135,90,190,4,6,14,108
Ludicolo,5.5,173,176,190,15,11,0,331
Pichu,20.5,77,53,85,8,15,8,247
Munchlax,27.0,137,117,286,5,8,4,1302
Ursaring,4.0,236,144,207,14,2,13,292
Luxio,36.0,159,95,155,1,8,4,1205
Sentret,29.5,79,73,111,7,3,11,435
Mismagius,31.5,211,187,155,12,11,9,2205
Milotic,37.0,192,219,216,2,5,11,2615
Hitmonlee,25.5,224,181,137,2,14,11,1747
Bagon,17.5,134,93,128,8,4,6,505
Phione,13.0,162,162,190,8,7,11,726
Gliscor,8.0,185,222,181,6,3,8,554
Burmy,25.5,53,83,120,6,0,10,278
Drapion,19.0,180,202,172,12,14,1,1258
Magikarp,4.5,29,85,85,12,2,6,27
Kakuna,34.0,46,75,128,11,9,7,346
Dusknoir,35.5,180,254,128,7,0,6,2016
Azurill,31.0,36,71,137,12,4,15,278
Vaporeon,25.5,205,161,277,4,2,2,2028
Bonsly,6.0,124,133,137,6,8,11,193
Omanyte,20.0,155,153,111,0,1,6,742
Magby,28.5,151,99,128,6,3,13,957
Gligar,6.5,143,184,163,3,14,8,302
Bulbasaur,6.0,118,111,128,11,8,13,172
Mothim,30.0,185,98,172,6,7,11,1417
Anorith,21.0,176,100,128,5,12,5,827
Alakazam,3.0,271,167,146,11,11,5,215
Walrein,34.5,182,176,242,1,6,5,2233
Snorunt,8.0,95,95,137,9,7,14,181
Illumise,9.0,143,166,163,2,13,4,400
Bulbasaur,9.5,118,111,128,14,15,0,283
Quilava,18.5,158,126,151,0,4,4,740
Chimchar,34.0,113,86,127,13,13,8,831
Shellder,11.5,116,134,102,10,5,6,316
Skarmory,3.5,148,226,163,14,4,12,181
Eevee,7.5,104,114,146,14,14,1,212
Relicanth,37.5,162,203,225,13,7,10,2341
Breloom,8.0,241,144,155,12,8,11,565
Sceptile,37.5,223,169,172,3,13,8,2463
Anorith,11.0,176,100,128,10,1,12,434
Drowzee,38.5,89,136,155,12,1,13,936
Silcoon,23.5,60,77,137,6,7,14,311
Pidgeotto,2.0,117,105,160,8,8,4,47
Camerupt,2.0,194,136,172,15,9,3,92
Pichu,37.5,77,53,85,15,14,6,432
Kabutops,23.5,220,186,155,9,13,5,1713
Clefairy,12.0,107,108,172,14,7,12,376
Mewtwo,30.5,300,182,214,14,0,11,3430
Clefairy,2.0,107,108,172,9,11,7,46
Breloom,8.5,241,144,155,10,2,13,590
Charmander,5.0,116,93,118,1,10,8,112
Rotom,11.0,185,159,137,2,15,2,571
Armaldo,17.0,222,174,181,4,11,10,1288
Starmie,34.5,210,184,155,13,5,4,2224
Surskit,5.5,93,87,120,10,15,5,108
Girafarig,15.5,182,133,172,9,7,14,852
Kirlia,17.0,117,90,116,7,2,13,409
Muk,20.5,190,172,233,12,14,4,1551
Gastly,32.5,186,67,102,2,11,8,971
Wynaut,34.0,41,86,216,2,12,4,360
Machoke,23.0,177,125,190,1,12,4,1191
Spinda,38.5,116,116,155,14,10,0,1110
Golduck,20.0,191,162,190,0,0,2,1202
Azumarill,37.0,112,152,225,11,7,6,1409
Purugly,42.0,172,133,174,3,8,0,1755
Weezing,44.0,174,197,163,7,3,0,2145
Clamperl,29.0,133,135,111,4,8,2,901
Crobat,37.5,194,178,198,11,5,10,2408
Forretress,17.0,161,205,181,14,2,12,1061
Shaymin,1.0,210,210,225,3,13,15,43
Squirtle,35.5,94,121,127,11,5,14,817
Groudon,28.5,270,228,205,4,0,13,3106
Xatu,13.5,192,146,163,4,5,12,767
Wurmple,9.0,75,59,128,11,4,1,123
Entei,17.0,235,171,251,5,10,4,1564
Volbeat,28.5,143,166,163,2,4,10,1264
Rhydon,24.0,222,171,233,14,11,6,2108
Medicham,13.0,121,152,155,0,13,9,461
Finneon,12.5,96,116,135,0,6,9,283
Kricketot,7.5,45,74,114,4,14,10,67
Weepinbell,10.0,172,92,163,7,2,14,412
Spheal,37.5,95,90,172,15,3,0,837
Electrike,12.0,123,78,120,12,15,8,315
Azelf,14.5,270,151,181,3,6,12,1229
Vileplume,10.5,202,167,181,1,9,11,699
Jumpluff,17.0,118,183,181,1,2,7,673
Hoothoot,1.0,67,88,155,10,11,13,8
Spinda,15.5,116,116,155,11,15,10,516
Hoothoot,25.0,67,88,155,15,0,15,447
Weedle,15.5,63,50,120,8,7,14,171
Furret,35.5,148,125,198,13,1,13,1534
Graveler,41.0,164,164,146,10,8,10,1802
Primeape,6.0,207,138,163,3,3,9,337
Numel,24.0,119,79,155,9,7,12,656
Spiritomb,26.0,169,199,137,1,9,8,1369
Gible,19.5,124,84,151,11,6,2,551
Chimecho,15.0,175,170,181,12,7,7,913
Gyarados,7.5,237,186,216,11,2,0,656
Bidoof,8.0,80,73,153,9,12,14,149
Luxray,19.0,232,156,190,7,11,15,1499
Rhyhorn,36.0,140,127,190,13,0,15,1453
Sandshrew,14.0,126,120,137,3,12,4,439
Burmy,20.5,53,83,120,2,14,13,228
Pidgeotto,26.0,117,105,160,5,1,10,759
Gulpin,29.0,80,99,172,7,9,11,632
Burmy,1.5,53,83,120,10,15,13,13
Sableye,17.0,141,136,137,7,1,13,643
Feraligatr,30.0,205,188,198,1,12,13,2265
Golbat,25.0,161,150,181,6,4,10,1277
Stunky,38.5,121,90,160,15,2,2,1014
Psyduck,6.0,122,95,137,1,5,5,151
Rhydon,28.5,222,171,233,11,14,11,2517
Flareon,16.0,246,179,163,14,1,8,1302
Spheal,23.5,95,90,172,6,9,5,560
Mightyena,31.0,171,132,172,9,1,12,1532
Wynaut,14.0,41,86,216,1,4,1,146
Kirlia,22.0,117,90,116,7,10,1,526
Ho-Oh,20.5,239,244,214,1,3,0,2018
Bagon,10.5,134,93,128,5,12,13,316
Jumpluff,38.5,118,183,181,4,9,15,1446
Whiscash,13.5,151,141,242,6,4,11,724
Tauros,14.0,198,183,181,10,0,15,984
Alolan,25.5,96,109,116,6,1,1,526
Blissey,34.5,129,169,496,15,3,8,2440
Poliwrath,27.5,182,184,207,7,7,7,1875
Kabutops,33.5,220,186,155,5,1,15,2273
Jumpluff,36.5,118,183,181,10,1,11,1427
Lunatone,44.0,178,153,207,2,13,1,2196
Groudon,39.5,270,228,205,12,8,9,3929
Luxio,30.0,159,95,155,11,1,10,1145
Diglett,30.5,109,78,67,3,11,0,466
Hippowdon,19.5,201,191,239,2,1,8,1538
Snover,29.0,115,105,155,6,15,10,881
Roselia,34.0,186,131,137,1,10,9,1532
Arceus,23.5,238,238,236,15,2,2,2535
Quilava,27.5,158,126,151,8,12,10,1214
Wigglytuff,38.0,156,90,295,8,2,7,1658
Wailmer,15.0,136,68,277,10,14,9,598
Pineco,11.0,108,122,137,8,11,15,323
Ludicolo,21.5,173,176,190,13,10,8,1369
Deoxys,25.0,345,115,137,10,8,4,2085
Vulpix,3.0,96,109,116,8,6,4,56
Purugly,25.0,172,133,174,14,5,8,1315
Pidgeot,24.0,166,154,195,4,15,10,1355
Delibird,44.0,128,90,128,1,4,6,950
Ledian,5.5,107,179,146,10,2,9,183
Lickitung,25.5,108,137,207,13,5,7,959
Dialga,24.0,275,211,204,3,9,0,2522
Doduo,14.0,158,83,111,5,4,14,424
Alolan,35.0,125,129,137,11,5,7,1095
Cradily,18.5,152,194,200,5,14,2,1062
Azumarill,15.0,112,152,225,11,6,0,620
Spoink,19.5,125,122,155,12,14,2,696
Gloom,34.0,153,136,155,7,12,14,1445
Swalot,27.5,140,159,225,3,6,15,1396
Muk,40.0,190,172,233,12,6,3,2585
